name,description,alias,type,has_cli,has_native_addon,has_wasm,related
strided/base/zmap,Apply a unary function to a double-precision complex floating-point strided input array and assign results to a double-precision complex floating-point strided output array.,base.strided.zmap,Function,false,false,false,strided/base/cmap;strided/base/unary
strided/common,Native strided array utilities.,,,true,false,false,
strided/dispatch-by,Create a strided array function interface which accepts a callback function and performs multiple dispatch.,strided.dispatchBy,Function,false,false,false,strided/dispatch
strided/dispatch,Create a strided array function interface which performs multiple dispatch.,strided.dispatch,Function,false,false,false,
strided/dtypes,List of strided array data types.,strided.dataTypes,Function,false,false,false,
strided/napi/addon-arguments,"C API for validating, extracting, and transforming (to native C types) function arguments provided to a strided array Node-API add-on interface.",,,false,true,false,
strided/napi/binary,C API for registering a Node-API module exporting a strided array interface for applying a binary callback to input strided arrays.,,,false,true,false,
strided/napi/cmap,C API for registering a Node-API module exporting a strided array interface for applying a unary callback to a single-precision complex floating-point strided input array and assigning results to a single-precision complex floating-point strided output array.,,,false,true,false,
strided/napi/dmap,C API for registering a Node-API module exporting a strided array interface for applying a unary callback to a double-precision floating-point strided input array and assigning results to a double-precision floating-point strided output array.,,,false,true,false,
strided/napi/dmap2,C API for registering a Node-API module exporting a strided array interface for applying a binary callback to double-precision floating-point strided input arrays and assigning results to a double-precision floating-point strided output array.,,,false,true,false,
strided/napi/dmskmap,C API for registering a Node-API module exporting a strided array interface for applying a unary callback to a double-precision floating-point strided input array according to a strided mask array and assigning results to a double-precision floating-point strided output array.,,,false,true,false,
strided/napi/dmskmap2,C API for registering a Node-API module exporting a strided array interface for applying a binary callback to double-precision floating-point strided input arrays according to a strided mask array and assigning results to a double-precision floating-point strided output array.,,,false,true,false,
strided/napi/mskunary,C API for registering a Node-API module exporting a strided array interface for applying a unary callback to an input strided array according to a mask strided array.,,,false,true,false,
strided/napi/nullary,C API for registering a Node-API module exporting a strided array interface for applying a nullary callback.,,,false,true,false,
strided/napi,C APIs for creating Node-API strided array native add-ons.,,,false,false,false,
strided/napi/smap,C API for registering a Node-API module exporting a strided array interface for applying a unary callback to a single-precision floating-point strided input array and assigning results to a single-precision floating-point strided output array.,,,false,true,false,
strided/napi/smap2,C API for registering a Node-API module exporting a strided array interface for applying a binary callback to single-precision floating-point strided input arrays and assigning results to a single-precision floating-point strided output array.,,,false,true,false,
strided/napi/smskmap,C API for registering a Node-API module exporting a strided array interface for applying a unary callback  to a single-precision floating-point strided input array according to a strided mask array and assigning results to a single-precision floating-point strided output array.,,,false,true,false,
strided/napi/smskmap2,C API for registering a Node-API module exporting a strided array interface for applying a binary callback to single-precision floating-point strided input arrays according to a strided mask array and assigning results to a single-precision floating-point strided output array.,,,false,true,false,
strided/napi/unary,C API for registering a Node-API module exporting a strided array interface for applying a unary callback to an input strided array.,,,false,true,false,
strided/napi/zmap,C API for registering a Node-API module exporting a strided array interface for applying a unary callback to a double-precision complex floating-point strided input array and assigning results to a double-precision complex floating-point strided output array.,,,false,true,false,
strided,Strided.,,,false,false,false,
string/acronym,Generate an acronym for a given string.,acronym,Function,true,false,false,
string/base/altcase,Convert a string to alternate case.,base.altcase,Function,false,false,false,string/base/lowercase;string/base/uppercase
string/base/atob,Decode a string of data which has been encoded using Base64 encoding.,,,false,false,false,
string/base/base64-to-uint8array,Convert a Base64-encoded string to a Uint8Array.,,,false,false,false,
string/base/camelcase,Convert a string to camel case.,base.camelcase,Function,false,false,false,string/base/constantcase;string/base/lowercase;string/base/snakecase;string/base/uppercase
string/base/capitalize,Capitalize the first character in a string.,base.capitalize,Function,false,false,false,string/base/lowercase;string/base/uppercase
string/base/code-point-at,Return a Unicode code point from a string at a specified position.,base.codePointAt,Function,false,false,false,
string/base/concat,Concatenate two strings.,,,false,false,false,
string/base/constantcase,Convert a string to constant case.,base.constantcase,Function,false,false,false,string/base/camelcase;string/base/lowercase;string/base/snakecase;string/base/uppercase
string/base/distances/hamming,Calculate the Hamming distance between two equal-length strings.,,,false,false,false,
string/base/distances/levenshtein,Calculates the Levenshtein (edit) distance between two strings.,,,false,false,false,
string/base/distances,Implementations of various string similarity metrics.,,,false,false,false,
string/base/dotcase,Convert a string to dot case.,base.dotcase,Function,false,false,false,string/base/camelcase;string/base/lowercase;string/base/snakecase;string/base/uppercase
string/base/ends-with,Test if a string ends with the characters of another string.,base.endsWith,Function,false,false,false,string/base/starts-with
string/base/first-code-point,Return the first Unicode code point of a string.,base.firstCodePoint,Function,false,false,false,string/base/first;string/base/first-grapheme-cluster;string/base/last-code-point;string/base/remove-first-code-point;string/first
string/base/first-grapheme-cluster,"Return the first grapheme cluster (i.e., user-perceived character) of a string.",base.firstGraphemeCluster,Function,false,false,false,string/base/first;string/base/first-code-point;string/base/last-grapheme-cluster;string/base/remove-first-grapheme-cluster;string/first
string/base/first,Return the first UTF-16 code unit of a string.,base.firstCodeUnit,Function,false,false,false,string/base/first-code-point;string/base/first-grapheme-cluster;string/base/last;string/base/remove-first;string/first
string/base/for-each-code-point-right,"Invoke a function for each Unicode code point in a string, iterating from right to left.",base.forEachCodePointRight,Function,false,false,false,string/base/for-each-code-point;string/base/for-each-right
string/base/for-each-code-point,Invoke a function for each Unicode code point in a string.,base.forEachCodePoint,Function,false,false,false,string/base/for-each;string/base/for-each-grapheme-cluster;string/for-each
string/base/for-each-grapheme-cluster,"Invoke a function for each grapheme cluster (i.e., user-perceived character) in a string.",base.forEachGraphemeCluster,Function,false,false,false,string/base/for-each;string/base/for-each-code-point;string/for-each
string/base/for-each-right,"Invoke a function for each UTF-16 code unit in a string, iterating from right to left.",base.forEachRight,Function,false,false,false,string/base/for-each;string/base/for-each-code-point-right
string/base/for-each,Invoke a function for each UTF-16 code unit in a string.,base.forEachChar,Function,false,false,false,string/base/for-each-code-point;string/base/for-each-grapheme-cluster;string/for-each
string/base/format-interpolate,Generate string from a token array by interpolating values.,base.formatInterpolate,Function,false,false,false,string/base/format-tokenize
string/base/format-tokenize,Tokenize a string into an array of string parts and format identifier objects.,base.formatTokenize,Function,false,false,false,string/base/format-interpolate
string/base/headercase,Convert a string to HTTP header case.,base.headercase,Function,false,false,false,string/base/camelcase;string/base/pascalcase;string/base/uppercase
string/base/invcase,Convert a string to inverse case.,base.invcase,Function,false,false,false,string/base/lowercase;string/base/uppercase
